person_id,workflow,tfidf_cosine,source_note_count
028998ee-babc-4096-9b28-001bc2f9a84e,direct,0.5066132828416721,15
028998ee-babc-4096-9b28-001bc2f9a84e,hierarchical,0.49260981802143217,15
028998ee-babc-4096-9b28-001bc2f9a84e,rag,0.5342872345303303,15
028998ee-babc-4096-9b28-001bc2f9a84e,rag_verification,0.5342872345303303,15
04df53ea-55c1-48d9-84a1-1f15c133b29b,direct,0.5483786540009022,33
04df53ea-55c1-48d9-84a1-1f15c133b29b,hierarchical,0.5529299330620618,33
04df53ea-55c1-48d9-84a1-1f15c133b29b,rag,0.5023734020420674,33
04df53ea-55c1-48d9-84a1-1f15c133b29b,rag_verification,0.5023734020420674,33
05192757-942f-460d-b4ff-004ec39cc5ee,direct,0.5450067484848236,23
05192757-942f-460d-b4ff-004ec39cc5ee,hierarchical,0.5098388013916082,23
05192757-942f-460d-b4ff-004ec39cc5ee,rag,0.551387524603496,23
05192757-942f-460d-b4ff-004ec39cc5ee,rag_verification,0.5454273210162479,23
0c04d9fb-d8d0-4ee0-8fc9-0c3f7f148bdf,direct,0.5970734156731055,19
0c04d9fb-d8d0-4ee0-8fc9-0c3f7f148bdf,hierarchical,0.6434083212973947,19
0c04d9fb-d8d0-4ee0-8fc9-0c3f7f148bdf,rag,0.5705832176709172,19
0c04d9fb-d8d0-4ee0-8fc9-0c3f7f148bdf,rag_verification,0.5599959022291854,19
0f438665-d430-4adb-8acc-c3beed9e4942,direct,0.6346222442468529,15
0f438665-d430-4adb-8acc-c3beed9e4942,hierarchical,0.6272591344221277,15
0f438665-d430-4adb-8acc-c3beed9e4942,rag,0.633261308788843,15
0f438665-d430-4adb-8acc-c3beed9e4942,rag_verification,0.633261308788843,15
136c7916-4f9b-4e5c-bf01-77e9d2c681a2,direct,0.5020767878424792,37
136c7916-4f9b-4e5c-bf01-77e9d2c681a2,hierarchical,0.5177590248182312,37
136c7916-4f9b-4e5c-bf01-77e9d2c681a2,rag,0.48577035398389035,37
136c7916-4f9b-4e5c-bf01-77e9d2c681a2,rag_verification,0.4804746044356831,37
137b8481-4f1d-4b7f-babd-20f7117023ad,direct,0.5412178696397554,36
137b8481-4f1d-4b7f-babd-20f7117023ad,hierarchical,0.5159471775476879,36
137b8481-4f1d-4b7f-babd-20f7117023ad,rag,0.4935967592875988,36
137b8481-4f1d-4b7f-babd-20f7117023ad,rag_verification,0.4935967592875988,36
1705dd0f-011a-492c-b006-b27e03f2f4ed,direct,0.6196379903534429,14
1705dd0f-011a-492c-b006-b27e03f2f4ed,hierarchical,0.6203426860772311,14
1705dd0f-011a-492c-b006-b27e03f2f4ed,rag,0.6072118873997034,14
1705dd0f-011a-492c-b006-b27e03f2f4ed,rag_verification,0.6072118873997034,14
1dbe23dc-0d1e-431b-81eb-497282b46a14,direct,0.5655689354147996,17
1dbe23dc-0d1e-431b-81eb-497282b46a14,hierarchical,0.5405145125769967,17
1dbe23dc-0d1e-431b-81eb-497282b46a14,rag,0.5592527534992984,17
1dbe23dc-0d1e-431b-81eb-497282b46a14,rag_verification,0.5447546119350216,17
28570119-9cdc-4120-98c0-4edb76cf36a3,direct,0.49929619417715043,19
28570119-9cdc-4120-98c0-4edb76cf36a3,hierarchical,0.476626637179902,19
28570119-9cdc-4120-98c0-4edb76cf36a3,rag,0.43391180111981836,19
28570119-9cdc-4120-98c0-4edb76cf36a3,rag_verification,0.43426558793421366,19
29ea304f-821d-474e-81a1-394ca3945e02,direct,0.5298316975836821,17
29ea304f-821d-474e-81a1-394ca3945e02,hierarchical,0.507655525136014,17
29ea304f-821d-474e-81a1-394ca3945e02,rag,0.4657323455394382,17
29ea304f-821d-474e-81a1-394ca3945e02,rag_verification,0.47624263009767337,17
31f9612b-5a6b-48ea-887b-895772a83b99,direct,0.5079124865328047,22
31f9612b-5a6b-48ea-887b-895772a83b99,hierarchical,0.5441826926056627,22
31f9612b-5a6b-48ea-887b-895772a83b99,rag,0.5739299600630049,22
31f9612b-5a6b-48ea-887b-895772a83b99,rag_verification,0.573530150903954,22
359014a1-10e6-4bd8-9ba7-513d021c971e,direct,0.5422372296334419,34
359014a1-10e6-4bd8-9ba7-513d021c971e,hierarchical,0.4953314862292126,34
359014a1-10e6-4bd8-9ba7-513d021c971e,rag,0.44345288302951313,34
359014a1-10e6-4bd8-9ba7-513d021c971e,rag_verification,0.4432053626954618,34
37b5ce4d-dcfd-4bb7-bee4-d597eb114703,direct,0.5450816693489254,26
37b5ce4d-dcfd-4bb7-bee4-d597eb114703,hierarchical,0.5351822704569319,26
37b5ce4d-dcfd-4bb7-bee4-d597eb114703,rag,0.5524560607021395,26
37b5ce4d-dcfd-4bb7-bee4-d597eb114703,rag_verification,0.5509732618756528,26
420df33b-0072-4124-b1c6-0589daef3677,direct,0.5087443951866591,24
420df33b-0072-4124-b1c6-0589daef3677,hierarchical,0.5235706821144491,24
420df33b-0072-4124-b1c6-0589daef3677,rag,0.4844742026951653,24
420df33b-0072-4124-b1c6-0589daef3677,rag_verification,0.4720785737696504,24
42149ae1-6a3c-471e-a002-cb7263e8bb8c,direct,0.6118446528084173,25
42149ae1-6a3c-471e-a002-cb7263e8bb8c,hierarchical,0.6014506855563645,25
42149ae1-6a3c-471e-a002-cb7263e8bb8c,rag,0.5652163964844015,25
42149ae1-6a3c-471e-a002-cb7263e8bb8c,rag_verification,0.5596395441473966,25
51f15281-8840-4fd0-92de-89188ab8d736,direct,0.49592645309886546,32
51f15281-8840-4fd0-92de-89188ab8d736,hierarchical,0.48349895785723057,32
51f15281-8840-4fd0-92de-89188ab8d736,rag,0.4795107002797321,32
51f15281-8840-4fd0-92de-89188ab8d736,rag_verification,0.4808794721496479,32
58b8aad6-7327-4450-956f-b775be0f4984,direct,0.475458969096669,11
58b8aad6-7327-4450-956f-b775be0f4984,hierarchical,0.5203310412671327,11
58b8aad6-7327-4450-956f-b775be0f4984,rag,0.48363986629206196,11
58b8aad6-7327-4450-956f-b775be0f4984,rag_verification,0.4773743214678185,11
5cfa1b7e-c60e-4bae-b31f-b6be2c09adcb,direct,0.5242661156116014,20
5cfa1b7e-c60e-4bae-b31f-b6be2c09adcb,hierarchical,0.5450249116399468,20
5cfa1b7e-c60e-4bae-b31f-b6be2c09adcb,rag,0.49999897697044987,20
5cfa1b7e-c60e-4bae-b31f-b6be2c09adcb,rag_verification,0.49464930304927257,20
5e434d78-b2f6-4d88-b327-fff6ee50b901,direct,0.5034966312074305,27
5e434d78-b2f6-4d88-b327-fff6ee50b901,hierarchical,0.5282313007547087,27
5e434d78-b2f6-4d88-b327-fff6ee50b901,rag,0.46447228522015355,27
5e434d78-b2f6-4d88-b327-fff6ee50b901,rag_verification,0.4515467906973495,27
61699d6d-904a-4ece-9026-cd61b3fd9a50,direct,0.5810355853922835,22
61699d6d-904a-4ece-9026-cd61b3fd9a50,hierarchical,0.6047561103831252,22
61699d6d-904a-4ece-9026-cd61b3fd9a50,rag,0.5657244272791967,22
61699d6d-904a-4ece-9026-cd61b3fd9a50,rag_verification,0.5657244272791967,22
68258b8d-7d36-4d32-9093-6170a32bf087,direct,0.4993602588813812,18
68258b8d-7d36-4d32-9093-6170a32bf087,hierarchical,0.5103098947680057,18
68258b8d-7d36-4d32-9093-6170a32bf087,rag,0.489164509935249,18
68258b8d-7d36-4d32-9093-6170a32bf087,rag_verification,0.47414091648008677,18
69bf7e25-abb2-4dde-857f-f1138d4d0d8a,direct,0.5440516857177704,35
69bf7e25-abb2-4dde-857f-f1138d4d0d8a,hierarchical,0.49444382729509484,35
69bf7e25-abb2-4dde-857f-f1138d4d0d8a,rag,0.4847520103025241,35
69bf7e25-abb2-4dde-857f-f1138d4d0d8a,rag_verification,0.4843593606600144,35
6e93f9d9-213d-4f2c-a1f0-f475dacef554,direct,0.5370759648129825,34
6e93f9d9-213d-4f2c-a1f0-f475dacef554,hierarchical,0.5565830358786339,34
6e93f9d9-213d-4f2c-a1f0-f475dacef554,rag,0.5241209342992561,34
6e93f9d9-213d-4f2c-a1f0-f475dacef554,rag_verification,0.5241209342992561,34
8448b3fa-1f5e-45b5-bda5-eb0b7921b8cc,direct,0.5339908575337196,21
8448b3fa-1f5e-45b5-bda5-eb0b7921b8cc,hierarchical,0.5491443751888366,21
8448b3fa-1f5e-45b5-bda5-eb0b7921b8cc,rag,0.5233471357352254,21
8448b3fa-1f5e-45b5-bda5-eb0b7921b8cc,rag_verification,0.5233471357352254,21
900efb9a-fb57-4f25-b2a3-0a8c6f55b2d6,direct,0.537373329689901,15
900efb9a-fb57-4f25-b2a3-0a8c6f55b2d6,hierarchical,0.5730025340488084,15
900efb9a-fb57-4f25-b2a3-0a8c6f55b2d6,rag,0.5663004244308492,15
900efb9a-fb57-4f25-b2a3-0a8c6f55b2d6,rag_verification,0.5619346250766172,15
94264e23-ea67-496e-b027-5dd0cc334f1e,direct,0.5957112045208011,17
94264e23-ea67-496e-b027-5dd0cc334f1e,hierarchical,0.5117564122513488,17
94264e23-ea67-496e-b027-5dd0cc334f1e,rag,0.5506919313238432,17
94264e23-ea67-496e-b027-5dd0cc334f1e,rag_verification,0.5428621550677631,17
96766f3f-aa50-4bcb-abbf-884328049ea9,direct,0.5495751374368889,11
96766f3f-aa50-4bcb-abbf-884328049ea9,hierarchical,0.5761591299954734,11
96766f3f-aa50-4bcb-abbf-884328049ea9,rag,0.5542807411927775,11
96766f3f-aa50-4bcb-abbf-884328049ea9,rag_verification,0.557331811548996,11
973ee9d2-7c23-4e1d-afb2-86f679b55964,direct,0.6233834242176243,17
973ee9d2-7c23-4e1d-afb2-86f679b55964,hierarchical,0.5558658425135774,17
973ee9d2-7c23-4e1d-afb2-86f679b55964,rag,0.6026995538140326,17
973ee9d2-7c23-4e1d-afb2-86f679b55964,rag_verification,0.6026995538140326,17
9d8fd25d-c4fe-4343-8ff5-5da5dad4e740,direct,0.535558564563032,26
9d8fd25d-c4fe-4343-8ff5-5da5dad4e740,hierarchical,0.5223952020564889,26
9d8fd25d-c4fe-4343-8ff5-5da5dad4e740,rag,0.5339696755270641,26
9d8fd25d-c4fe-4343-8ff5-5da5dad4e740,rag_verification,0.5320163200561899,26
a8629d2e-7fd8-449a-9149-e0f5045a04c4,direct,0.6490480670295857,12
a8629d2e-7fd8-449a-9149-e0f5045a04c4,hierarchical,0.6034805929032118,12
a8629d2e-7fd8-449a-9149-e0f5045a04c4,rag,0.6205754053822121,12
a8629d2e-7fd8-449a-9149-e0f5045a04c4,rag_verification,0.6205754053822121,12
